description,label,
👏👏👏αχ κσι να ειμασταν εκει να χορευαμε ως το πρωι👏👏👏👏👏,0,
🔥🔥🔥❤️❤️❤️,0,
Μοναδικός,1,
❤️❤️👏👏,0,
👏👏👏,0,
👏👏👏👏,0,
👍🏻🔥👍🏻🔥👍🏻🔥,0,
"Γειά σου Μαυρε παιχταρά!!! Χρόνια σου πολλά,!!!",1,
❤️❤️,1,
Τι ωραιαααα,0,
👍👏🫶🌹,0,
👌❣️❣️❣️,0,
Εισαι ανεπανάληπτος!! Να είσαι καλά Παναγιώτη. ❤️🙌,1,
👏👏👏👏,0,
❤️❤️❤️👏👏👏👏👏🇬🇪🇸🇮,0,
🌊🐬💯💯⛵⚓🇬🇷,0,
Τίτλος ? 🔥,1,
Opaaa ♥️🇬🇷,1,
🥹❤️,1,
🔥❤️,1,
Δύσκολο να πιστέψεις ότι πίσω από τέτοιο κούκλο είναι η γιαγιά Αλέκα 😮,1,
Perfect,1,
Ο νέος James Bond,1,
❤️❤️,1,
🔥🔥,1,
Σίγουρα περήφανος ο Μανώλης Αγγελόπουλος,1,
Είσαι το καμάρι τον Κυκλάδων φίλε μου ! Έχεις πολύ δυνατή φωνή σου εύχομαι ότι καλύτερο!,1,
Τελειοςςςςς🔥🔥🔥🔥🔥🔥,0,
Για σου  παναγιωτη ❤️,1,
Ελαααα,0,
Μπραβο Παναγιώτη 👏👏👏😍😍,0,
❤️👏👏❤️,0,
👏👏👏Φοβερος,0,
❤️👏,1,
😍😍😍,0,
Nice 🔥,1,
Οκ Στράτο μου❤️🙋🏽‍♂️,1,
Αγορι μου αγαπημενο❤️❤️❤️💋💋💋💋,0,
Γύρνα να μας κουρέψεις ρε μλκ,1,
🔥👏❤️,0,
El patron! 🔥❤️,1,
💀👑⚡️💥🔥🌟🎱💈💚♠️♠️♠️,0,
😍💘🧿,0,
😍😍😍,0,
😍😍😍😍😍😍,0,
❤️❤️❤️,0,
",❤️",0,
👏,1,
🔥🔥🔥❤️❤️❤️❤️,0,
❤️❤️❤️❤️❤️❤️❤️,0,
Γεια σ ομορφε😍,0,
Αγαπημένο μου τραγούδι αυτό... Το λές πολλύ ωραία!! ❤️❤️,1,
Αγόρι μου άγγιγμα ψυχής ...,1,
Τελεια ερμηνεια🔥🔥🔥,0,
Τέλειο 👏,1,
P,0,
Συγχαρητηρια εισαι υπεροχος τελεια φωνη,1,
👏👏👏👏,0,
❤️❤️❤️👏👏,0,
❤️,1,
Oreaaaa👏👏👏,0,
😂😂😂😂😂,0,
13,1,
❤️❤️❤️❤️❤️😂😂😂😂🔥🔥,0,
Τον μουδιασε στησ μπατσεεεε😂😂😂😂,0,
😂😂😂😂😂❤️❤️❤️❤️,0,
Τόσο ξύλο ούτε η Αλίκη από τον Παπαμιχαήλ,1,
Πόσες σφαλιάρες έχει φάει δεν μπορωω 😂,1,
Μαλακά τον τάραξε στης φάπες 😂😂,1,
❤️🔥❤️,0,
Μόνο εμένα μου θυμίζει τον Φανουρη τον παραγιο του Άδη 😂😂,1,
😂😂😂😂😂😂😂😂😂,0,
😂😂😂😂😂,0,
👏🔥🙌❤️,0,
@giorgos__kps nomizo exoume pai se auto magazi Kai fagame kati krouasan,0,
😂😂😂😂😂😂😂,0,
Τρελοκομείο,1,
Στρατάκης είναι η γιαγια Αλεκα;;;;;,0,
❤️❤️❤️❤️,0,
Από την γιαγιά Αλέκα τώρα στο μεγκα μπραβο ρε μάγκα φαινόταν θα πας ψηλά 👏👏. Τι γέλιο είχα ρίξει με την αλεκαρα,0,
👏👏👏,1,
😍😍😍,1,
🧡🔝,0,
wow,1,
Απλά αξιαγάπητοι 😍😍😍,0,
💫🤍💫🤍💫🤍💫🙏🤰🤱,0,
🦋💙,1,
🧿🧿🧿🧿🧿🧿🧿,0,
Гармония❤️❤️,1,
Πανέμορφα πλασματακιαααα😍😍😍,0,
🌹🌹🌹🌹,0,
😍❤️🔥,0,
Beautiful 👏👏❤️❤️,0,
Έργο τέχνης ❤️🔥,1,
❤️❤️❤️❤️❤️,0,
👏👏👏👏👏🔥🔥🔥🔥,0,
👑👑,1,
👏👏👏👏👏👏,0,
❤️,1,
Οπαααα🙌,0,
👏👏👏👏👏,0,
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👏👏👏👏👏👏,0,
👏👏👏👏❤️❤️❤️❤️👏👏👏👏,0,
Opaaaaa 🇬🇷,0,
Που βρίσκεται το μαγαζί; ;;;,0,
Εφτά σαλάτες θα φάμε ;;;😂😂,0,
ΚΑΤΟΥΡΗΘΗΚΑ 😂,1,
"Όλοι η ομάδα τέλεια , αλλά κ ο Δημητράκης είναι η περίπτωση 🥹😂 Θέλουμε κ αλλά τέτοια!",1,
Τελικά η τυροκαυτερή ήταν πολύ καυτερή. Καινούριο συκώτι. 🔥🔥🔥,0,
Ο Δημητράκης ένα βιντεάκι είπε να κάνει λες και έπαιξε αγώνα σε κλουβί ήταν 🤣🤣🤣🤣🤣,0,
😂😂😂,0,
😂😂😂,0,
😂😂😂😂😂😂😂😂😂,0,
😂😂😂😂,0,
😂😂😂,0,
"Χρόνια πολλά μα και καλά να χεις γιαγιά Αλέκα,ήδη εχεις φτάξει κορυφή,άριστα παίρνεις δέκα!🙏👵❤️🙌",0,
Η γιαγιά μικρό παιδί,1,
❤️,1,
❤️❤️❤️❤️,0,
😂😂😂,0,
Να τα εκατοστήσεις ευχαριστούμε που μας κάνεις να γελάμε,1,
❤️🔥,1,
You are the best,1,
You sre the best,0,
Καλησπέρα ! Charityidols.com ευχαριστώ πολύ,1,
🔥🔥🔥,0,
👏👏👏👏😍,0,
🔥🔥🔥,0,
👏👏,1,
@stratos_liberis 🔥🔥,1,
👏😂👏😂👏,0,
"Εσυ φιλε μου δεν εχεις αναγκη το photoshop,εισαι κουκλακι ετσι & αλλιως.Φιλια❤️❤️❤️",0,
@stratos_liberis 🔥🔥,1,
🔥🔥🔥🔥🔥,0,
❤️Τρέλανε μας κι άλλο!!😍,1,
Δεν έχεις ανάγκη από photoshop παιδί μου είσαι κούκλος από μόνος σου ❤️,1,
Πι του σας...! Αίγινα έπρεπε να πάτε!,1,
😂😂😂😂😂😂😂,0,
🙌🙌👏👏👏😂😂,0,
😂😂😂😂😂,0,
👏👏👏👏👏👏👏 σαλαμικονος,0,
😂😂😂😂😂,0,
😂😂,1,
Πι του σας😂😂😂😂,0,
😂🤣🤣🤣,0,
Ποια να Συγκριθεί μαζί σου …..🔥🔥🔥,0,
❤️❤️❤️❤️,0,
😍😍🔥🔥,0,
👌👌👌👌👌🧿❤️,0,
🔥🔥❤️❤️,0,
"Πανέμορφες, πόσο θα ήθελα να με έχετε σκλάβο σας, να σας υπηρετώ, για τις δουλειές του σπιτιού σας χαλάκι σας...",1,
🔥,1,
🔥❤️🔥❤️,0,
😂😂😂😂,0,
Εντωμεταξύ είναι όντως γιαγιά ?,1,
😂😂😂😂😂,0,
Gkioftedes me patates😢👏😂,0,
Έχω λιώσει με την γιαγιά μαλακα😂,1,
😂😂,1,
ΠΑΕΙ Η ΓΙΑΓΙΑ 🙌,1,
Φοβεροί 🙌,1,
🙌,1,
👏👏👏🤣🤣Φοβεροί 🤣🤣👏👏👏,0,
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,
😂😂😂😂😂😂😂😂😂😂😂😂,0,
😂χαχα,1,
😂😂😂😂😂😂😂😂,0,
Κρητικια η γιαγια🙌,1,
😂😂😂,0,
🤣🤣🤣,0,
🤣🤣🤣🤣🤣🤣🇬🇷,0,
🔥🔥🔥,0,
🔥🔥🔥,0,
🔥🔥❤️,0,
👏👏👏,0,
Αστέρια 🫡🤯🫡🤯🫡🤯,0,
Γουστάρουμε,1,
🔥🔥🔥🔥,0,
👏👏👏👏,0,
❤️🙌🔥,0,
❤️👏,1,
🙌,1,
😂🔥❤️,0,
Κάτσε μην πάθεις πάλι θλάση και κλαις στρατακο μ 🥲😝🫶🏼,0,
🔝🔝🔥🔥,0,
Σε άλλο level 🔥,1,
"Οποίος δεν βλέπει την διαφορά είναι αλλόθρησκος!
s’il vous plaît,s’il vous plaît",1,
👏👏👏👏👏,0,
Και εγώ θέλω ένα τέτοιο κούρεμα κύριε στρατο,1,
VM LIBERIS @dimitris_liber,1,
@mokkaxa είσαι δυναμίτης!!! Μακράν το καλύτερο ψαλίδι της Αθήνας!!! Πάντα τέτοια bro!!!!,0,
Του απαντησαμε το σωστο 🙏,1,
Οε οε οε οε οε οε οε οε Φουρνιε!!!,1,
🔥🔥🔥🔥🔥🔥👏👏,0,
❤️❤️❤️❤️,0,
#happyuncle #happytraveller και μα μου σου του ! Μου μυρίζει σοβαρό comeback  Λίμπε 😅❤️,0,
Στρατηγός και mini Στρατηγός 🔥,1,
Για το σώμα την έβαλε,1,
👏👏👏,0,
Καλοταξιδο,1,
"Υπεροχο τραγουδι, εξαιρετικη φωνη ,το αφιερωνω στον δικο μου καπετανιο της καρδιας μου",1,
Χρόνια πολλά φίλε μου να τα εκατοστήσεις και οτι επιθυμείς να το Χέις με υγεία 😍,1,
🔥🔥🔥,0,
👏👏👏,0,
Καλοταξιδο !! Όλα τα καλά!!!👏👏👏❤️,0,
καλοταξιδο παναγιωταρα❤️🙌🔥👏👏,0,
👏👏👏👏,0,
Χρόνια σου πολλά υγεία ευτυχία και κάθε επιτυχία πολλά φιλάκια στη μαμα σου 👏,1,
❤️❤️,1,
Forward it 📸,1,
Αυτη την ρομπα την εχει η γιαγια μου ΑΧΧΑΧΑΑΧΑ,1,
😂😂😂😂😂😂😂😂😂😂😂,0,
Πώς λέγαται το τραγούδι που βάζετε στην αρχή και ωραίο βίντεο 😂,1,
😂😂😂,0,
😂😂😂😂,0,
😂,1,
😂😂😂😂😂😂,0,
Πεθαίνω ❤️!,1,
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,
🔥,1,
❤️❤️,1,
❤️,1,
❤❤️,1,
Βάλτε μας σε συνεργασία για κοινή δημοσίευση 😍,1,
Εμένα δε με παίζει άνθρωπος,1,
super fresh,1,
Μίλησες με Σύριο ?,1,
🫶🏻🫶🏻🫶🏻,0,
🔥🔥🔥🔥🔥,0,
🔥🔥,1,
Φανταστική ❤️❤️❤️❤️❤️,0,
📸😍💯🌹,0,
Πολύ σωματαρα ❤️,1,
😍😍😍😍😍😍😍😍😍😍😍😍😍,0,
Φανταστική 😍😍,1,
"Ψαχνω ένα όμορφο μοντέλο, σαν εσένα, να έρχεται βολτα και παράλληλα δουλειά με καλό μισθο για επαγγελματικά ραντεβου στο γραφείο μου στο Ντουμπάι.
Έχω κατασκευαστικη εταιρεία με έδρα το Ντουμπάι.
Όλα τα έξοδα πληρωμένα, δώρα συν μεγαλο μισθό σε  κάθε ταξίδι.
Είσαι άνετη να έρχεσαι παρέα σε ταξίδια;  Θα έρχεσαι επίσημα ως PA of the CEO με την ανάλογη πληρωμή. 
Έχω αποδείξεις, φωτογραφίες, έγγραφα, βίντεο κ ότι χρειαστείς για να δεις ότι δεν είναι φεικ.
Σε ενδιαφέρει;!!",1,
❤️❤️,1,
🔥🔥🔥💛💛💛💛🔥🔥🔥,0,
Δείξε μου τον φίλο σου να σου πω ποιος είσαι.. 🥲,1,
❤️❤️,1,
👌,1,
🤣🤣🤣🤣εεεε πασκαλα,0,
2 τεράστιοι ❤,1,
Τέλειοι!!!😂😂😂😂 Νόμιζα ήταν όντως γιαγιούλα,0,
😂😂👏,0,
😂😂,1,
😂😂😂,0,
Ο τύπος το έχει πιστέψει ότι είναι γιαγιά 😂😂😂,0,
❤️❤️❤️❤️❤️θεος😂😂😂,0,
😂😂😂😂😂😂😂,0,
Τελειοοοοοοος υπεροχος μπραβοοοοο σου ❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,
Μήνυμα,1,
🤩🤩🤩,0,
❤️,1,
Gorgeous 😍😍😍,0,
Send me this post ❤️,1,
Forward it 📸,1,
Ο ορός κολλάει στο δερματακι μας;;;😍,1,
❤️🔥,1,
🔥🔥🔥🔥🔥🔥🔥,0,
👏👏👏👏👏👏👏👏,0,
🖤🩷🖤🩷🖤🩷🖤🩷🖤🩷🖤🩷🖤🩷🖤🩷,0,
🌼🧡🌼🧡🌼🧡🌼🧡🌼🧡🌼🧡🌼🧡🩷🧡,0,
💞🧡💞🧡💞🧡💞🧡💞🧡💞🧡💞🧡💞🧡,0,
🎁😍🎁😍🎁😍🎁😍🎁😍🎁😍🎁😍🎁,0,
🌸🌸🌸🌸🌸🌸,0,
❤️❤️❤️❤️❤️,0,
Υπέροχα❤️❤️❤️❤️❤️,0,
Κόψε ένα λιμάρι Μαραθιές για τα κουνέλια,1,
Γεια σου γιαγιάκα ερυθρόλευκη,1,
Πολλα λουλουδια σε μια φωτο,1,
Χάιντι,1,
😂😂😂,0,
Самоуничижение....,1,
Ποιά φωνή ;,1,
Αγαπημενη,1,
✨✨,1,
Πριν 16 χρόνια Ορεστιάδα πήγα να την ακούσω κέφι ουισκια χαμος🔥,1,
💕🌷💗🌹🥰,0,
❤️❤️❤️❤️❤️❤️,0,
💗💗💗,0,
👏👏👏,0,
😍😍😍,0,
Αγαπάμε γιαγιά Αλέκα ❤️,1,
Τι λέει εκεί με το σκόρδο;😂😂😂😂😂,0,
😂😂😂😂😂❤️❤️❤️❤️👏👏👏👏👏👏👏 Είσαστε πάντα Super 😂😂😂😂,0,
😂😂😂😂,0,
γιαγιά 🫡,1,
😂😂😂,0,
😍🇭🇺💚,0,
❤️❤️,1,
Κοίτα και μέσα στον φούρνο μην κοιμάται κανενας😂😂😂😂😂😂,0,
βίντεο αντιγραφή ✅ μουσική αντιγραφή ✅ εντιτ αντιγραφή ✅ έλληνες μπανανία δεν θα πάρουν χαμπάρι ✅,0,
😂😂,1,
@marialena_plessa_ @iakovos_kun,1,
@_eli_ts soon,1,
ο αλλος κατω απο το καναπε τι κανει? φιλτρακια ψαχνει ??? χααχαχαχ,1,
😂😂😂😂😂😂😂😂,0,
Beautiful 😍,1,
Cute😍,1,
❤️❤️,1,
Top❤️❤️❤️❤️,0,
❤️,1,
Αυτό θα πει αγάπη!!🥹🥹,1,
Τι ρομαντικός που είσαι 😂😂😂,0,
😂😂😂😂😂😂😂😂😂😂 τέλειο....,0,
😂🤣🤣🤣🤣,0,
@dimitris_mpalidis,1,
😂😂😂😂😂 love them,0,
Εε ειπαμε😂😂😂,0,
Τελικά τι έγινε μετά που βγήκες από δωματιακι ??,1,
🤔🤔🤪🤪,0,
Την κατάληξη είμαι η μόνη που δεν την βλέπει;,1,
💜💜💜,0,
Είσαι απίστευτη ! Υπέροχη ! Συγχαρητήρια ❤️❤️❤️❤️,0,
Αστέρι είσαι Μαρία ❤️❤️❤️❤️,0,
❤️,1,
❤️❤️❤️😍😍😍😍😍,0,
Λοβ γιου,0,
❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,
❤️👏👏,0,
👏👏👏👏👏👏👏👏👏,0,
😅,1,
To telos xaxaxaxaxa,0,
😂😂,1,
Μίας και έχουμε φρούτα θα δουλεύουμε μαζί😂😂,1,
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,
❤️,1,
❤️,1,
❣️❣️❣️,0,
👏❤️❤️,0,
❤️,1,
Κούκλα γλυκιά ❤️🔥,1,
❤️❤️❤️❤️,1,
❤️,0,
Τι γλυκό κορίτσι!!!😍,1,
Τσαμπεν?😂,1,
ΕΙΣΑΙ ΠΑΡΑΔΟΣΙΑΚΟ ΠΑΙΔΙ ΡΕ ΧΡΗΣΤΑΡΑ ❤️,1,
Μεγάλη μου τιμή 🫂,1,
Ήταν κάτι χαλαρό😮‍💨,1,
Forward it 📸,1,
👍🙌Aliveri,1,
So nice,1,
So cute 😍,1,
😍😍😍😍😍,0,
❤️,1,
🔥🔥🔥🔥,0,
❤️👏,1,
👏,1,
Φωνάρα 😍❤️,1,
👏👏👏👏👏,0,
👏👏👏,0,
🎀🌺🌹,0,
❤️❤️,1,
❤️,1,
.....Η Ομορφοτερη....❤️❤️❤️,0,
Καλή χρονιά 🧑‍🎄🎄🌟💝,0,
🔥🔥,1,
κουλαρα,1,
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ happy new year angel ❤️❤️❤️❤️❤️❤️❤️❤️,0,
🔥🔥 🔥,0,
❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,0,
👏👏,1,
Omgggg🔥🔥🔥🔥,0,
💖💖💖,0,
🔥🔥🔥,0,
❤️❤️❤️❤️❤️,0,
Γυναικαρος ❤️,1,
😍😍😍,0,
🔥🔥🔥🔥🔥🏔️🏔️🏔️,0,
Τσιμίκας ❤️,1,
❤️,1,
Κακός είσαι ρε 🏔️,1,
😂😂😂😂😂😂,0,
😂😂😂😂😂,0,
🛥 😁😀😄😁🤣🤭You don't want to go out with me?,0,
😂😂😂😂😂,0,
😂😂,1,
😂😂😂,0,
😂😂😂😂,0,
😂😂😂😂😂,0,
Το καημένο το σκυλί 😂😂😂😂,0,
😂😂😂,0,
👏👏🙏🌟,0,
VALTOUS  TA GIALIA THEMI ARXONTA🙌🙌🙌🙌🙌🙌🙌🙌❤️❤️❤️❤️❤️🔥🔥🔥🔥😍😍😍😍😍😍😍😍😍😍😍,0,
🔥🔥👏👏👏,0,
ΩΡΑΙΟΙ 🥀🥀🥀🥀🥀🥀🥀🥀,0,
❤️❤️❤️❤️,0,
👏👏❤️,0,
❤️❤️❤️❤️❤️,0,
👏👏👏,0,
Gorgeous🔥🔥🔥🔥 🔥,0,
Κουκλα μου❤️❤️❤️,0,
Forward it📸📹,1,
❤️❤️,1,
🫠🫠😍,0,
😍🧸🔥,0,
Forward it 📸,1,
😍😍,1,
Αντε,1,
Στειλε να πάμε να φάμε και άσε τα τραγούδια για μετα το φαΐ.,1,
Που έμαθες εσύ κιθάρα δεν μπορώ να καταλάβω.....,1,
❤️❤️❤️🔥🔥🔥👏👏👏👏👏,0,
Εισαι μια θεα σε ολα σου,1,
Καλη χρονια με πολυ ερωτα ελευθερια υγεια και ευτυχια,1,
Ωραια φωνη,1,
⭐💖🔝👍🎤🎸🎶🎼Χρόνια πολλά μαρία μου και καλή χρονιά με υγεία και πολλές μουσικές επιτυχίες!,0,
❤️❤️❤️❤️,0,
🔝🫶🫶,0,
😍😍,1,
ΠΑΡΑΚΑΛΩ ΣΤΕΙΛΤΕ ΤΟ ΣΕ ΜΑΣ📸❤️,1,
Υπεροχα,1,
❤️❤️,1,
❤️❤️,1,
Υπεροχα,1,
🔝🥰💘💘🔥,0,
Υπέροχα! Καταπληκτικά!,1,
❤️🙌😍🔥,0,
Τι να πω κάθε φορά και ποιο όμορφη γίνεσαι Πένη μου ❤️❤️❤️❤️,0,
An imun siguros oti an erthw na se vrw tha se akuga na tragudas tha to skeftomun poly sovara!!! Lipis Pantelo!!!,0,
❤️❤️,1,
👏👏,1,
❤❤❤,0,
❤,1,
❤️🌹,1,
💚💚💚,0,
Καλό!,1,
👏👏,1,
Love it,1,
❤️❤️,1,
Η ιδανική swiffer lover 👌🏼🧹❤️#whoeverknowsknows,0,
❤️💕❤️💕😊😊😊👏🏻👏🏻👏🏻💯💯💯,0,
😂😂😂😂,0,
Ούτε 10χρονα δεν γελάνε μαυτα,1,
😂😂,1,
Πολύ σωστά το Λαρς,1,
Ελεος,1,
Χαχαχα έκλαψα 😂😂,1,
😂😂😂😂😂,0,
ΧΑΧΑΧΑΧΑΧΑΧΑΧΑΧΑΧΧΑΧΑ,0,
Salam necəsən gözəl qiz,1,
❤️🔥,1,
❤️❤️❤️,0,
Υπεροχηηη❤️❤️❤️❤️,0,
"You looks so cute, beautiful ❤️❤️",1,
🔥🔥🔥🔥🔥❤️❤️❤️😍,0,
😍😍😍😍🔥🔥🔥,0,
Gorg🔥,1,
very nice post🙌😊,1,
ΑΥΤΑ ΕΙΝΑΙ ΜΕΡΗ ΝΑ ΜΕΝΕΙΣ ΜΟΝΙΜΑ ΟΧΙ ΟΙ ΜΕΓΑΛΟΥΠΟΛΕΙΣ,1,
Υπεροχα,1,
💗🤗🥰🥰🥰💚,0,
Wowwww🔥🔥🩷🩷🩷,0,
❤️❤️,1,
We are sure that our goods will shine with your beauty😍🥰,1,
🔥🔥🔥❤️,0,
😍😍😍😍😍😍😍😍😍😍,0,
❤️❤️❤️,0,
❤️❤️,1,
Wow,1,
Πανεμορφη,1,
💗🔝🔥🔥🔥💕,0,
Εκθαμβωτική🔥💥🌹🤍❤️❤️‍🔥😍🥰🤩,0,
😍😍,1,
❤️❤️❤️,0,
Ταραντίνο δεν έκανε ποτε ψιλορομαντικη ταινία (πατουσακιας είναι),1,
Από το σοι σου είναι το σενάριο 🤣🤣,1,
😂😂😂😂😂,0,
Λυμπε Εγώ Να Έρθω ή Όχι Για Το Ματς 🙌,1,
Ελπιζω να μην ισχυει......,1,
Το 2ο σκιτσάκι αυτό δεν λέγεται σχέση κοπέλα βιζιτου λέγεται 😂,1,
Παντόφλα μετά από 1 χρόνο,1,
🔥🔥🔥🔥❤️❤️,0,
Υπεροχη,1,
🧡🫠✨,0,
So fresh❤️,1,
Τοπ ❤️🔥,1,
🔥🔥🔥🔥🔥❤️❤️❤️❤️😍,0,
😍😍😍,0,
Cutest😍,1,
Κορμάρα ❤️❤️,1,
❤️❤️,1,
Ομορφιά μουυυ🥰🥰🥰🥰🥰,0,
👏👏,1,
❤🔝💗🔥🔥🔥,0,
👌👌👌🛍🛍🛍🛍🛍🛍🛍🛍🛍🛍🛍💄💄💄,0,
❤️❤️❤️❤️,0,
"Τι ωρα πηγατε γιατι τετοια ησυχία μεσα στις γιορτές είναι πρωτοφανής 😂😂😂με το καλό ο νέος χρόνος, χρόνια πολλα 💖",0,
"Ότι και να φορέσεις, ζωγραφίζει πάνω σου!!",1,
👏👏,1,
❤️❤️,1,
Είσαι θεά με το νέο σου look!🔥,1,
"Αγάπη σόρρυ, αλλά με αυτό το μαλλί είσαι καραmoon 😍🔥❤️",0,
Θεέ μου μια ταύτιση 😂,1,
Που τους βρεικες ρε lymberi 😂😂,1,
Σοβαρά προβλήματα ζωής,1,
👏😢,1,
Συγνώμη αλλά μόνο εγώ δεν έχω τόσους πολλούς φίλους και όλα.ειναι λίγο πιο εύκολα ? 😂,1,
Τους δίνεις 10 λεπτά να συνεννοηθουν μετά απλά παραγγέλνεις.thank me later,1,
😂😂😂😂,0,
🤣🤣🤣🤣🤣,0,
Πανέμορφη είσαι μωρό 😍😍😍,0,
Κουκλααα❤️❤️❤️❤️,0,
👏👏,1,
😍😍🔥,0,
Starlight nail's 🌟💛⭐💛,0,
Μου αρέσουν τα μπουκαλάκια !!! Σου πάνε πολύ 😘😘😘😘😘💞💞💞,0,
❤️🙌,1,
😍😍,1,
❤️😍🔥,0,
🙌😍🙌😍🙌😍🙌😍,0,
❤️❤️❤️❤️❤️,0,
👏👏👏👏❤️❤️❤️❤️,0,
🙌🙌❤️❤️,0,
👏❤️👏,0,
👏👏👏👏👏👏👏👏👏👏👏❤️❤️❤️❤️,0,
❤️❤️❤️❤️❤️...να περνας Ομορφα...!,0,
🔥❤️,1,
😍,1,
Θέλω και ‘γώ τέτοιο βίντεο στη σουίτα….🔥🔥🔥,0,
Λοβ🔥🔥🔥,0,
Miss y already 😍❤️💭,0,
❤️❤️❤️❤️❤️ best summer closing,0,
💙💙🫶🏻,0,
❤️‍🔥❤️‍🔥,0,
🔥🔥🔥🔥,0,
🧡🧡🧡🧡🧡,0,
♥️♥️♥️,0,
Πανεμορφη,0,
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️@peny_agorastou,0,
Κουκλιτσα μ εσυ σε αγαπω πολυ🔝💕🔝💚,0,
❤️❤️,1,
😍😍😍😍😍,0,
🔥🔥🔥🔥🔥🔥❤️,0,
💪💪,1,
🥁❤️✌️🐊,0,
🔥,1,
🔥🔥,1,
🔥🔥🔥,0,
❤,1,
👏,1,
Το αγοράζω ολο,1,
🔥🔥🔥,0,
🐊❤,1,
🙌🙌,1,
👏👏,1,
..δυστυχώς πάτησες πίσω στις φτέρνες ! Παρόλα αυτά ήταν τούμπα με στυλ 😄,1,
❤️❤️,1,
💕💘🤗🔝🔝🔥,0,
Ελπίζω όλα καλά. Δεν ήταν καλό πέσιμο .,1,
Πρέπει να πόνεσε αυτό …,1,
😂😂😂,0,
Πω πω σοβαρή ντούμπα.Την έχω ζήσει 😢,1,
🙌❄️💯,0,
🔥,1,
🍕🍺🤭,0,
Θεά 👏🔥🔥🔥,0,
🔥🔥🔥🔥,0,
🔥🔥🔥,0,
Θεα απλά 💪💪,1,
🔥🔥🔥🔥🔥🔥🔥,0,
The best 🔥🔥🔥,0,
🔥🔥👏🔥👏,0,
Ποοοοοοο,0,
Γυναικάρα και κουκλάρα 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,
😍❤❤,0,
😍😍😍😍😍🔥🔥🔥🔥🙌🙌🙌👏👏👏👏,0,
❤️❤️❤️,0,
👏👏👏👏,0,
❤️🔥❤️🔥❤️,0,
❤️❤️❤️,0,
🔥,1,
"The word your looking for is ""ταξίδι"" not ""trip"" you are communicating in Greek are you not? Why throw in English",1,
Υπεροχα,1,
👏👏👏👏👏,0,
🔥🔥🔥,0,
🚀🚀🚀,0,
🔥🔥🔥🔥🔥,0,
you said what you said 👏,1,
Damn bro 🔥,1,
🔥🔥🔥I love this all of it !!,0,
🔥,1,
Ooooufff🔥🔥💥,0,
🔥,1,
❤️υπέροχη!,1,
😻♥️🔥❤️🌷🌹,0,
❤️❤️🔥🔥🔥🔥🔥🔥🔥,0,
🔥🔥🔥❤️❤️❤️,0,
👏👏👏👏👏❤️❤️❤️🔥🔥🔥,0,
🔥🔥❤️❤️,0,
🔥,1,
So cute,1,
Song?,1,
Hellooooo,0,
Hellooooo 🥰🥰🥰,0,
💪💪🔥,0,
🔥🔥🔥,0,
😍😍😍,0,
⬆️⬆️⬆️⬆️⬆️⬆️⬆️,0,
😮,1,
🔥🔥🔥⚘️⚘️⚘️,0,
🙌🙌🙌👋👋👋👋🌋🌋🌡️🌡️🌡️🔥🔥🔥🌹🌹🌹😍😍😍🌟🌟🌟🏋️‍♂️🏋️‍♂️💪💪💪😘😘😘😘,0,
🔥🔥🔥,0,
👏,1,
❤️❤️,1,
😮❤️🔥,0,
wow!,1,
Η φωτω σ είναι σουπερρρρ❤️,0,
Μαγεία....,1,
😍😍😍,0,
Ονειρο υπεροχα,1,
Εει η μπάλα μουυ 🤣🤣 ωραίος μπρό 💪,1,
Oreeeos,0,
🚀🚀🚀,0,
❤️‍🔥😮‍💨,0,
👏👏🙌,0,
@n.tsa24 @ts.ancy,1,
@n.tsa24 @ts.ancy,1,
@maria.georgopali @ale.cherry11,1,
@karvela_maria @geo_avg,1,
@dimfam24 @newdreamexperience,1,
@mara_jeb @elef.vaiou,1,
@mary.kotso @ismini_kotsoni,1,
@xaris_kostakis @giorgoulla_christodoulou,1,
@maraki.athanasiou @xanthi_mpila,1,
@evdokia04 @markella.ko,1,
🙌❤️,1,
❤️❤️,1,
🔝🔝🔝🙌🏼🙌🏼🙌🏼,0,
🚀🚀🚀,0,
Wow,1,
Big moves 📈,1,
🔥🔥,1,
👑👑👑,0,
❤️🔥,1,
